SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,Lan,Long,LowestRate
ED521B,1000 S TOWNE AVE,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.033729,-118.249867,0.5
WW2568,4150 BEVERLY BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.076215,-118.299973,1
MM177,601 LA BREA AV,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.063816,-118.344139,1
LT390,601 E. 3RD ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-8P Mon-Sat,,34.046013,-118.239033,0.5
SH24,1100 VINE ST,Single-Space,FLAT,$1.00 ,1HR,8A-7P Mon-Sat,,34.091809,-118.326513,1
VS145,4401 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.097392,-118.285759,1
TZ365,19400 VENTURA BL,Single-Space,FLAT,$1.00 ,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.172617,-118.556271,1
CB1567,1001 S MAPLE AV,Single-Space,TOD,$0.5 - $6,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,34.037845,-118.254638,0.5
VS474,1300 EDGEMONT,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,12P-3P Wed,34.095657,-118.296045,1
VN539A,14501 CALVERT ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Tue,34.181721,-118.449226,0.5
R337,7400 RESEDA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.20593,-118.535919,1
MM441,5900 6TH ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.06479,-118.355694,1
CB4243A,500 E. OLYMPIC BL,Single-Space,TOD,$0.5 - $3,2HR,8A-6P Mon-Sat,,34.037388,-118.252953,0.5
R378,7401 RESEDA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.205868,-118.536186,1
OS437,2001 BARRINGTON AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.036655,-118.450013,1
NH364,11300 CHANDLER BL,Single-Space,FLAT,$1.00 ,30MIN,8A-6P Mon-Sat,,34.167985,-118.377884,1
SS262,11901 SANTA MONICA BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.041219,-118.462102,1
WA1281,301 ALVARADO ST,Single-Space,FLAT,$1.00 ,1HR,TANS 7A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.062428,-118.273174,1
WW2194,1500 S WESTERN AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.044751,-118.308927,1
WA929,700 GRAND VIEW ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,12P-3P Thu,34.057148,-118.279055,1
CC1207,301 FIGUEROA ST,Single-Space,FLAT,$5.00 ,2HR,8A-8P Mon-Sat,,34.054113,-118.255599,5
WS303A,2101 WESTWOOD BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.044205,-118.432144,1
CC946,901 W SUNSET BLVD,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,TANS 4P-7P Mon-Fri | PKG 6A-4P Mon-Sat,,34.063629,-118.247272,0.5
P108,15200 ANTIOCH ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.046801,-118.525457,1
PM284,8800 VENICE BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Daily,,34.030789,-118.385393,1
VN335A,14501 SYLVAN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Mon,34.184736,-118.450042,0.5
CB3905,301 W. 4TH ST,Single-Space,TOD,$1 - $6,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.050136,-118.250118,1
WW2219,3000 PICO BL,Single-Space,FLAT,$1.00 ,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,34.047118,-118.307525,1
ED721,901 S STANFORD AVE,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.0343,-118.248425,0.5
CP338,22100 SHERMAN WY,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.200899,-118.608969,1
OS326,2100 PURDUE AV,Single-Space,FLAT,$1.00 ,30MIN,8A-8P Mon-Sat,8A-10A Thu,34.037363,-118.443334,1
BR192,11601 S DARLINGTON AVE,Single-Space,FLAT,$2.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",9A-12P Thu,34.053495,-118.463586,2
WW1947,700 HOBART BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-1P Thu,34.057981,-118.305266,1
VN818,6200 VAN NUYS BL,Single-Space,TOD,$0.5 - $1,30MIN,8A-8P Mon-Sat,,34.183138,-118.448568,0.5
VW1786,2201 PICO BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.047366,-118.284954,1
WA1238,200 ALVARADO ST,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.063506,-118.272213,1
VN1045,14401 HAMLIN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,10A-12P Tue,34.188746,-118.448332,0.5
SL646,1301 GLENDALE BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.079035,-118.260403,1
SW211,801 WESTERN AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.085389,-118.309261,1
EN1020,15300 DICKENS ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Mon,34.15322,-118.468911,1
CB105,800 S FIGUEROA ST,Single-Space,FLAT,$4.00 ,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.047005,-118.261894,4
SG56,7600 SUNSET BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat",,34.097946,-118.355959,1
MV234,12100 VENICE BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.005176,-118.430414,1
LM684B,5600 2ND ST,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",12P-3P Tue,34.070991,-118.343578,1
SL635,1301 LIBERTY ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,34.079317,-118.261129,1
PM218,3800 VINTON AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,8A-10A Wed,34.020881,-118.402231,1
SP515,300 7TH ST,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,4A-630A Thu,33.737912,-118.284457,0.5
SC29,12000 VENTURA PL,Single-Space,FLAT,$1.00 ,2HR,PKG 8A-8P Mon-Sat | NP 6A-3P Sun,8A-10A Tue,34.144771,-118.395295,1
SV60,1501 CAHUENGA BL,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.099141,-118.329616,1
OF16,1001 FAIRFAX AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.056511,-118.364689,1
WU888,1701 OLYMPIC BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,34.050086,-118.275922,1
CB4340,1501 S MAPLE AVE,Single-Space,FLAT,$0.50 ,4HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat,,34.032334,-118.259114,0.5
ED218,701 12TH ST,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,34.033601,-118.252981,0.5
SG304,7801 SUNSET BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat",,34.098176,-118.360071,1
VW1065,3000 6TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.063619,-118.288195,1
NH701,4201 LANKERSHIM BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.147023,-118.363975,1
WA1464,1300 BURLINGTON AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Thu,34.0452,-118.279067,1
CB3956,501 W. 7TH ST,Single-Space,TOD,$5 - $6,2HR,8A-8P Mon-Sat,,34.047122,-118.256178,5
CB2832,1501 S OLIVE ST,Single-Space,TOD,$0.5 - $2,4HR,8A-8P Mon-Sat,,34.035733,-118.265075,0.5
SO1013,4400 KESTER AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.15161,-118.456643,1
SG254,1501 FULLER AV,Single-Space,FLAT,$1.00 ,2HR,8A-9P Mon-Sat,11A-2P Tue,34.098307,-118.349022,1
EN880,16200 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 6A-9A, 330P-7P Mon-Fri | PKG 9A-330P Mon-Fri, 8A-8P Sat",,34.156723,-118.486998,1
L7B,5200 BEVERLY BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.076133,-118.324462,1
SL172,2700 GRIFFITH PARK BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-12P Fri,34.107334,-118.272881,1
LT383,601 E. 3RD ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-8P Mon-Sat,,34.045833,-118.238557,0.5
UC80,3401 CAHUENGA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,,34.13245,-118.354517,1
EN401,17401 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.161276,-118.511825,1
WU91,1101 6TH ST,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.054542,-118.263052,1
CB934,1000 S FLOWER ST,Single-Space,TOD,$0.5 - $3,4HR,8A-8P Mon-Sat,,34.043458,-118.263496,0.5
HO74A,1600 CHEROKEE AV,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.100086,-118.334962,1.5
VS450,4701 FOUNTAIN AV,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,12P-3P Wed,34.095609,-118.292537,1
WA1702,1000 ALVARADO ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.050766,-118.280341,1
SV472A,1400 GOWER ST,Single-Space,FLAT,$0.50 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,34.097264,-118.322207,0.5
BH165A,2100 CESAR E CHAVEZ AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.048128,-118.210968,1
CT400,801 N. SPRING ST,Single-Space,TOD,$0.5 - $4,2HR,8A-8P Mon-Sat,4A-630A Thu,34.062505,-118.236701,0.5
WW1159,3501 6TH ST,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.063655,-118.299712,1
WS388,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.044145,-118.441171,1
WSV305,1201 CENTINELA AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,12P-3P Thu,34.040676,-118.470222,1
LM243A,701 LA BREA AV,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.083845,-118.344175,1
SH255,1001 MCCADDEN PL,Single-Space,FLAT,$1.00 ,2HR,8A-7P Mon-Sat,,34.090236,-118.337509,1
R143,18500 SHERMAN WAY,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,34.201016,-118.537592,1
BF241,7601 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"PKG 8A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A Daily",,34.083787,-118.356782,1
WV271,1001 WESTWOOD BL,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.061732,-118.445517,1
PM223,10200 VENICE BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.021355,-118.401955,1
R155,7101 RESEDA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.200166,-118.536171,1
CB464,1401 S SANTEE ST,Single-Space,TOD,$0.5 - $1,4HR,8A-6P Mon-Sat,,34.033876,-118.25938,0.5
CB814,1101 S SANTEE ST,Single-Space,TOD,$1.5 - $3,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,34.037504,-118.256439,1.5
WW2136,3600 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.061613,-118.305935,1
NH599,4801 LANKERSHIM BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.159594,-118.371561,1
VN1111,14401 KITTRIDGE ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-12P Tue,34.190734,-118.446903,1
HW602,5401 FERNWOOD AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Tue,34.09563,-118.30847,1
CC833,300 N. FREMONT AV,Single-Space,TOD,$0.5 - $1,2HR,PKG 8A-6P Mon-Sat | NP 8P-6A Nightly,,34.060395,-118.249806,0.5
HO544,1701 IVAR AV,Single-Space,FLAT,$2.00 ,2HR,"PKG 8A-6P Mon-Sat, 11A-6P Sun | NP 6P-3A Nightly",,34.103546,-118.32826,2
EN169,16501 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.157915,-118.494001,1
WB384,1800 S HOPE ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.033596,-118.269425,0.5
VN538A,14501 CALVERT ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Tue,34.18172,-118.449067,0.5
MM653,600 LA BREA AV,Single-Space,FLAT,$1.00 ,30MIN,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.062626,-118.343894,1
EN713,17300 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.160906,-118.510873,1
MM683,5501 WILSHIRE BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.062462,-118.350025,1
CB437,1300 S LOS ANGELES ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.03522,-118.259641,0.5
LT485A,301 WALL ST,Single-Space,TOD,$1.5 - $4,2HR,PKG 8A-6P Mon-Sat | NP 7P-7A Nightly,,34.046983,-118.244443,1.5
LM702,100 S. LA BREA AV,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.072568,-118.343911,1
CB2190,701 SAN JULIAN ST,Single-Space,TOD,$1.5 - $5,2HR,8A-6P Mon-Sat,,34.040663,-118.248233,1.5
R133,7100 AMIGO AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.200917,-118.53853,1
SS535,11301 IOWA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.044455,-118.449044,1
PC35,4301 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.048247,-118.330255,1
WSV206,12000 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.044995,-118.466193,1
WP160,3000 DELL AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Daily,830A-1030A Mon,33.981288,-118.463616,1
GA124,3200 GLENDALE BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.117753,-118.260834,1
OS819,11501 TENNESSEE AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,PKG 8A-8P Mon-Sat | NP 9P-6A Nightly,,34.034927,-118.443082,1
BF343,8000 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083662,-118.36536,1
PR559,8601 PICO BL,Single-Space,FLAT,$1.00 ,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,34.05399,-118.379063,1
SO1044,4201 MAMMOTH AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Mon,34.147905,-118.432708,1
EN987A,15400 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 6A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat",,34.15461,-118.471601,1
BF317,7901 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083882,-118.363217,1
PB274,5600 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050012,-118.360882,1
VN41,6701 VAN NUYS BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.193419,-118.448871,1
CB3773,1600 S LOS ANGELES ST,Single-Space,TOD,$0.5 - $1,4HR,8A-6P Mon-Sat,,34.03268,-118.261694,0.5
PB298,5400 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048892,-118.357713,1
ED339,901 E PICO BLVD,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,,34.030723,-118.249083,0.5
CB146,1400 S HOPE ST,Single-Space,FLAT,$2.00 ,4HR,8A-8P Mon-Sat,,34.037518,-118.266819,2
CB3343,101 E. 9TH ST,Single-Space,FLAT,$6.00 ,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,34.041338,-118.254623,6
SL609,1401 GLENDALE BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.081152,-118.260309,1
CB4363,500 SPRING ST,Single-Space,TOD,$0.5 - $6,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",2A-5A Daily,34.046836,-118.250032,0.5
LH223,100 AVE 24,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.073842,-118.21688,1
WV276,1001 WESTWOOD BL,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.061213,-118.44553,1
RS76,9000 BEVERLYWOOD ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,8A-10A Mon,34.038294,-118.388766,1
CB3859,301 W 14TH ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.036871,-118.264685,1
WU187,601 UNION AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Thu,34.056322,-118.26962,1
WW580,651 ARDMORE AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-1P Thu,34.060631,-118.302067,1
VN798,14400 DELANO ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,34.182599,-118.44745,0.5
HO116,1600 SCHRADER BL,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.10077,-118.332408,1.5
EN711,17300 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.160948,-118.511161,1
WA1730,701 CORONADO ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,12P-3P Thu,34.058489,-118.282454,1
ED102,700 E 8TH ST,Single-Space,FLAT,$1.00 ,15MIN,8A-6P Mon-Sat,,34.038232,-118.248988,1
SO802A,13600 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.147694,-118.429846,1
HO180B,1600 CAHUENGA BL,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101016,-118.329436,1.5
WV269,1001 WESTWOOD BL,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.061879,-118.445517,1
SC428,11000 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.140624,-118.370984,1
P18A,15301 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.047915,-118.52626,1
WH124,5400 ALHAMA DR,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.167992,-118.592404,1
VN18,6801 VAN NUYS BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.195501,-118.4489,1
MV137,3800 CENTINELA AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,8A-10A Thu,34.00244,-118.432481,1
UC208,3700 CAHUENGA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.135812,-118.361823,1
WH254,22101 CLARENDON  ST,Single-Space,FLAT,$1.00 ,30MIN,8A-8P Mon-Sat,4A-630A Fri,34.169701,-118.608979,1
EN653,17500 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.161638,-118.515875,1
WW2553A,4200 BEVERLY BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.076204,-118.302278,1
NH18,4800 LANKERSHIM BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.159735,-118.371373,1
W57,6000 W 98TH ST,Single-Space,FLAT,$1.00 ,2HR,PKG 8A-12A Daily | NP 130A-6A Daily,,33.947273,-118.391374,1
WS60,1400 WESTWOOD BL,Single-Space,FLAT,$1.00 ,2HR,10A-7P Mon-Sat,,34.054752,-118.441124,1
VW1612,2601 PICO BL,Single-Space,FLAT,$1.00 ,1HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat,,34.047331,-118.294989,1
R450,6700 RESEDA BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,4A-630A Mon-Fri,34.191864,-118.535908,1
WW2557,201 N ARDMORE AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,10A-12P Wed,34.075891,-118.301953,1
PB299,5400 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048863,-118.357632,1
BW128,11701 S BARRINGTON CT,Single-Space,FLAT,$2.00 ,1HR,PKG 8A-9P Daily | NP 2A-4A Daily,,34.0643,-118.469653,2
TZ244,19301 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.172801,-118.554397,1
BF691,8100 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083627,-118.367597,1
BH369,2301 1ST ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.044013,-118.210251,1
HO224,1601 IVAR AV,Single-Space,TOD,$0.5 - $1,2HR,"PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun | NP 6A-3P Sun",,34.100157,-118.328238,0.5
TZ343,19500 VENTURA BL,Single-Space,FLAT,$1.00 ,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.172665,-118.558072,1
NH73,5100 LANKERSHIM BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.164205,-118.374078,1
WW1215,4200 3RD ST,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.068882,-118.307241,1
VW1869,3101 5TH ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,8A-11A Mon,34.06526,-118.289606,1
WF571,400 SAN VICENTE BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",12A-6A Tue,34.068688,-118.374718,1
OS340,11300 MISSISSIPPI AV,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,8A-10A Thu,34.038753,-118.443681,1
VS348,4800 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.098031,-118.295226,1
PC106,4300 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.047949,-118.329207,1
CB2356,1500 S SAN PEDRO ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.030372,-118.255514,0.5
SV35,1501 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,34.099288,-118.328532,1.5
SL605,1401 GLENDALE BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.081408,-118.260298,1
EN477,17801 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.16355,-118.521713,1
SS493,1800 SAWTELLE BL,Single-Space,FLAT,$1.00 ,30MIN,8A-8P Mon-Sat,8A-10A Thu,34.043423,-118.445688,1
BF420,8000 BEVERLY BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.075988,-118.365055,1
WS255,1901 WESTWOOD BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.0475,-118.434982,1
WH458,22600 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.167086,-118.619504,1
W130,6001 W 98TH ST,Single-Space,FLAT,$1.00 ,2HR,8A-12A Daily,12P-230P Wed,33.947437,-118.391198,1
WA1386,2101 PICO BL,Single-Space,FLAT,$1.00 ,1HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,34.047369,-118.282913,1
SV788A,1201 HIGHLAND AV,Single-Space,FLAT,$0.50 ,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.092804,-118.338737,0.5
ED519A,1100 S TOWNE AVE,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.032647,-118.250626,0.5
WF522,600 SAN VICENTE BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",12A-6A Tue,34.065439,-118.372731,1
SO923,13501 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.147774,-118.429075,1
SC800,10800 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.139003,-118.366818,1
